Index Doc1,Index Doc2,Sentence Doc1,Sentence Doc2,Similarity_TF,Similarity_Sem
1,0,"Key consideration 1: An FMI should have a robust framework to manage its liquidity risks from its participants, settlement banks, nostro agents, custodian banks, liquidity providers, and other entities.","As proposed, Rule 17Ad-22(e)(7) would require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to
effectively measure, monitor, and manage the liquidity risk that arises in or is borne by it, by
meeting, at a minimum, the ten requirements specified in the rule.",0.06627958598378828,0.8262724
1,1,"Key consideration 1: An FMI should have a robust framework to manage its liquidity risks from its participants, settlement banks, nostro agents, custodian banks, liquidity providers, and other entities.","Proposed Rule 17Ad-22(e)(7)(i) would require that a covered clearing agency’s policies
and procedures be reasonably designed to ensure that it maintains sufficient liquid resources in
all relevant currencies to effect same-day and, where appropriate, intraday and multiday
settlement of payment obligations with a high degree of confidence under a wide range of
potential stress scenarios that includes the default of the participant family that would generate
the largest aggregate payment obligation for it in extreme but plausible market conditions.",0.03385329253506286,1.0000005
1,2,"Key consideration 1: An FMI should have a robust framework to manage its liquidity risks from its participants, settlement banks, nostro agents, custodian banks, liquidity providers, and other entities.","Proposed Rule 17Ad-22(e)(7)(ii) would require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to ensure
that it holds qualifying liquid resources sufficient to meet the minimum liquidity resource
requirement in each relevant currency for which the covered clearing agency has payment obligations owed to clearing members.",0.04324024048614656,0.78733706
1,5,"Key consideration 1: An FMI should have a robust framework to manage its liquidity risks from its participants, settlement banks, nostro agents, custodian banks, liquidity providers, and other entities.","Proposed Rule 17Ad-22(e)(7)(iv) would require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to ensure
it undertakes due diligence to confirm that it has a reasonable basis to believe each of its liquidity
providers, whether or not such liquidity provider is a clearing member, has sufficient information
to understand and manage the liquidity provider’s liquidity risks, and the capacity to perform as
required under its commitments to provide liquidity.",0.1844759811514243,0.7518202
1,6,"Key consideration 1: An FMI should have a robust framework to manage its liquidity risks from its participants, settlement banks, nostro agents, custodian banks, liquidity providers, and other entities.","Proposed Rule 17Ad-22(e)(7)(v) would require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to ensure
that the covered clearing agency maintains and, on at least an annual basis, tests with each
liquidity provider, to the extent practicable, its procedures and operational capacity for accessing
each type of relevant liquidity resource.",0.09123530941712901,0.7356505
1,7,"Key consideration 1: An FMI should have a robust framework to manage its liquidity risks from its participants, settlement banks, nostro agents, custodian banks, liquidity providers, and other entities.","Proposed Rule 17Ad-22(e)(7)(vi)(A) through (C) would require a covered clearing
agency to establish, implement, maintain and enforce written policies and procedures reasonably
designed to determine the amount and regularly test the sufficiency of the liquid resources held
for purposes of meeting the minimum liquid resource requirement of proposed Rule 17Ad-
22(e)(7)(i) by (A) conducting a stress test of its liquidity resources at least once each day using
standard and predetermined parameters and assumptions; (B) conducting a comprehensive
analysis of the existing stress testing scenarios, models, and underlying parameters and
assumptions used in evaluating liquidity needs and resources, and considering modifications to
ensure they are appropriate for determining the covered clearing agency’s identified liquidity
needs and resources in light of current and evolving market conditions at least once each month;
and (C) conducting a comprehensive analysis of the existing stress testing scenarios, models, and
underlying parameters and assumptions used in evaluating liquidity needs and resources more
frequently when products cleared or markets served display high volatility or become less liquid,
when the size or concentration of positions held by participants increases significantly, or in
other circumstances described in the covered clearing agency’s policies and procedures;
Proposed Rule 17Ad-22(e)(7)(vi)(D) would also require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to result in
reporting the results of the analyses performed under proposed Rule 17Ad-22(e)(7)(vi)(B) and
(C) to appropriate decision makers, including the risk management committee or board of
directors, at the covered clearing agency for use in evaluating the adequacy of and adjusting its
liquidity risk management framework.",0.08764982480016276,0.814262
1,8,"Key consideration 1: An FMI should have a robust framework to manage its liquidity risks from its participants, settlement banks, nostro agents, custodian banks, liquidity providers, and other entities.","Proposed Rule 17Ad-22(e)(7)(vii) would require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to result in
performing an annual or more frequent conforming model validation of its liquidity risk
models.",0.07654401785905939,0.8254615
1,9,"Key consideration 1: An FMI should have a robust framework to manage its liquidity risks from its participants, settlement banks, nostro agents, custodian banks, liquidity providers, and other entities.","Proposed Rule 17Ad-22(e)(7)(viii) would require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to address
foreseeable liquidity shortfalls that would not be covered by its liquid resources and seek to
avoid unwinding, revoking, or delaying the same-day settlement of payment obligations.",0.08015184241623453,0.7070147
1,10,"Key consideration 1: An FMI should have a robust framework to manage its liquidity risks from its participants, settlement banks, nostro agents, custodian banks, liquidity providers, and other entities.","Proposed Rule 17Ad-22(e)(7)(ix) would require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to describe
its process for replenishing any liquid resources that it may employ during a stress event.",0.043415835620189025,0.7936796
2,0,"Key consideration 2: An FMI should have effective operational and analytical tools to identify, measure, and monitor its settlement and funding flows on an ongoing and timely basis, including its use of intraday liquidity.","As proposed, Rule 17Ad-22(e)(7) would require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to
effectively measure, monitor, and manage the liquidity risk that arises in or is borne by it, by
meeting, at a minimum, the ten requirements specified in the rule.",0.14502909029542568,0.8185465
2,1,"Key consideration 2: An FMI should have effective operational and analytical tools to identify, measure, and monitor its settlement and funding flows on an ongoing and timely basis, including its use of intraday liquidity.","Proposed Rule 17Ad-22(e)(7)(i) would require that a covered clearing agency’s policies
and procedures be reasonably designed to ensure that it maintains sufficient liquid resources in
all relevant currencies to effect same-day and, where appropriate, intraday and multiday
settlement of payment obligations with a high degree of confidence under a wide range of
potential stress scenarios that includes the default of the participant family that would generate
the largest aggregate payment obligation for it in extreme but plausible market conditions.",0.10476117820634175,0.78733706
2,2,"Key consideration 2: An FMI should have effective operational and analytical tools to identify, measure, and monitor its settlement and funding flows on an ongoing and timely basis, including its use of intraday liquidity.","Proposed Rule 17Ad-22(e)(7)(ii) would require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to ensure
that it holds qualifying liquid resources sufficient to meet the minimum liquidity resource
requirement in each relevant currency for which the covered clearing agency has payment obligations owed to clearing members.",0.06449477852787316,0.9999999
2,7,"Key consideration 2: An FMI should have effective operational and analytical tools to identify, measure, and monitor its settlement and funding flows on an ongoing and timely basis, including its use of intraday liquidity.","Proposed Rule 17Ad-22(e)(7)(vi)(A) through (C) would require a covered clearing
agency to establish, implement, maintain and enforce written policies and procedures reasonably
designed to determine the amount and regularly test the sufficiency of the liquid resources held
for purposes of meeting the minimum liquid resource requirement of proposed Rule 17Ad-
22(e)(7)(i) by (A) conducting a stress test of its liquidity resources at least once each day using
standard and predetermined parameters and assumptions; (B) conducting a comprehensive
analysis of the existing stress testing scenarios, models, and underlying parameters and
assumptions used in evaluating liquidity needs and resources, and considering modifications to
ensure they are appropriate for determining the covered clearing agency’s identified liquidity
needs and resources in light of current and evolving market conditions at least once each month;
and (C) conducting a comprehensive analysis of the existing stress testing scenarios, models, and
underlying parameters and assumptions used in evaluating liquidity needs and resources more
frequently when products cleared or markets served display high volatility or become less liquid,
when the size or concentration of positions held by participants increases significantly, or in
other circumstances described in the covered clearing agency’s policies and procedures;
Proposed Rule 17Ad-22(e)(7)(vi)(D) would also require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to result in
reporting the results of the analyses performed under proposed Rule 17Ad-22(e)(7)(vi)(B) and
(C) to appropriate decision makers, including the risk management committee or board of
directors, at the covered clearing agency for use in evaluating the adequacy of and adjusting its
liquidity risk management framework.",0.16600595655204123,0.7438403
2,8,"Key consideration 2: An FMI should have effective operational and analytical tools to identify, measure, and monitor its settlement and funding flows on an ongoing and timely basis, including its use of intraday liquidity.","Proposed Rule 17Ad-22(e)(7)(vii) would require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to result in
performing an annual or more frequent conforming model validation of its liquidity risk
models.",0.12124986019262059,0.735092
2,10,"Key consideration 2: An FMI should have effective operational and analytical tools to identify, measure, and monitor its settlement and funding flows on an ongoing and timely basis, including its use of intraday liquidity.","Proposed Rule 17Ad-22(e)(7)(ix) would require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to describe
its process for replenishing any liquid resources that it may employ during a stress event.",0.07731288765099872,0.8318579
3,1,"Key consideration 3: A payment system or SSS, including one employing a DNS mechanism, should maintain sufficient liquid resources in all relevant currencies to effect same-day settlement, and where appropriate intraday or multiday settlement, of payment obligations with a high degree of confidence under a wide range of potential stress scenarios that should include, but not be limited to, the default of the participant and its affiliates that would generate the largest aggregate payment obligation in extreme but plausible market conditions.","Proposed Rule 17Ad-22(e)(7)(i) would require that a covered clearing agency’s policies
and procedures be reasonably designed to ensure that it maintains sufficient liquid resources in
all relevant currencies to effect same-day and, where appropriate, intraday and multiday
settlement of payment obligations with a high degree of confidence under a wide range of
potential stress scenarios that includes the default of the participant family that would generate
the largest aggregate payment obligation for it in extreme but plausible market conditions.",0.6675144135780007,0.49348453
3,3,"Key consideration 3: A payment system or SSS, including one employing a DNS mechanism, should maintain sufficient liquid resources in all relevant currencies to effect same-day settlement, and where appropriate intraday or multiday settlement, of payment obligations with a high degree of confidence under a wide range of potential stress scenarios that should include, but not be limited to, the default of the participant and its affiliates that would generate the largest aggregate payment obligation in extreme but plausible market conditions.","The Commission also proposed Rule 17Ad-22(a)(15)
to define “qualifying liquid resources,” which would include three types of assets, in each
relevant currency:
• cash held either at the central bank of issue or at creditworthy commercial banks;
• assets that are readily available and convertible into cash through either:
o prearranged funding arrangements without material adverse change limitations,
such as committed lines of credit, foreign exchange swaps, and repurchase
agreements, or
o other prearranged funding arrangements determined to be highly reliable even in
extreme but plausible market conditions by the board of directors of the covered
clearing agency following a review conducted for this purpose not less than
annually; and
• other assets that are readily available and eligible for pledging to (or conducting other
appropriate forms of transactions with) a relevant central bank, if the covered clearing
agency has access to routine credit at such central bank.",0.19097596909789946,1.0000001
3,9,"Key consideration 3: A payment system or SSS, including one employing a DNS mechanism, should maintain sufficient liquid resources in all relevant currencies to effect same-day settlement, and where appropriate intraday or multiday settlement, of payment obligations with a high degree of confidence under a wide range of potential stress scenarios that should include, but not be limited to, the default of the participant and its affiliates that would generate the largest aggregate payment obligation in extreme but plausible market conditions.","Proposed Rule 17Ad-22(e)(7)(viii) would require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to address
foreseeable liquidity shortfalls that would not be covered by its liquid resources and seek to
avoid unwinding, revoking, or delaying the same-day settlement of payment obligations.",0.25454072211593715,0.38864633
3,11,"Key consideration 3: A payment system or SSS, including one employing a DNS mechanism, should maintain sufficient liquid resources in all relevant currencies to effect same-day settlement, and where appropriate intraday or multiday settlement, of payment obligations with a high degree of confidence under a wide range of potential stress scenarios that should include, but not be limited to, the default of the participant and its affiliates that would generate the largest aggregate payment obligation in extreme but plausible market conditions.","Finally, proposed Rule 17Ad-22(e)(7)(x) would require a covered clearing agency to
establish, implement, maintain and enforce written policies and procedures reasonably designed
to ensure that it, at least once a year, evaluates the feasibility of maintaining sufficient liquid
resources at a minimum in all relevant currencies to effect same-day and, where appropriate,
intraday and multiday settlement of payment obligations with a high degree of confidence under
a wide range of foreseeable stress scenarios that includes, but is not limited to, the default of the
two participant families that would potentially cause the largest aggregate payment obligation for
the covered clearing agency in extreme but plausible market conditions if the covered clearing
agency provides CCP services and is either systemically important in multiple jurisdictions or a
clearing agency involved in activities with a more complex risk profile",0.5152576627355998,0.48224738
4,1,"Key consideration 4: A CCP should maintain sufficient liquid resources in all relevant currencies to settle securities-related payments, make required variation margin payments, and meet other payment obligations on time with a high degree of confidence under a wide range of potential stress scenarios that should include, but not be limited to, the default of the participant and its affiliates thatwould generate the largest aggregate payment obligation to the CCP in extreme but plausible market conditions; In addition, a CCP that is involved in activities with a more-complex risk profile or that is systemically important in multiple jurisdictions should consider maintaining additional liquidity resources sufficient to cover a wider range of potential stress scenarios that should include, but not be limited to, the default of the two participants and their affiliates that would generate the largest aggregate payment obligation to the CCP in extreme but plausible market conditions.","Proposed Rule 17Ad-22(e)(7)(i) would require that a covered clearing agency’s policies
and procedures be reasonably designed to ensure that it maintains sufficient liquid resources in
all relevant currencies to effect same-day and, where appropriate, intraday and multiday
settlement of payment obligations with a high degree of confidence under a wide range of
potential stress scenarios that includes the default of the participant family that would generate
the largest aggregate payment obligation for it in extreme but plausible market conditions.",0.5237730701320965,0.53723156
4,4,"Key consideration 4: A CCP should maintain sufficient liquid resources in all relevant currencies to settle securities-related payments, make required variation margin payments, and meet other payment obligations on time with a high degree of confidence under a wide range of potential stress scenarios that should include, but not be limited to, the default of the participant and its affiliates thatwould generate the largest aggregate payment obligation to the CCP in extreme but plausible market conditions; In addition, a CCP that is involved in activities with a more-complex risk profile or that is systemically important in multiple jurisdictions should consider maintaining additional liquidity resources sufficient to cover a wider range of potential stress scenarios that should include, but not be limited to, the default of the two participants and their affiliates that would generate the largest aggregate payment obligation to the CCP in extreme but plausible market conditions.","Proposed Rule 17Ad-22(e)(7)(iii) would require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to ensure
it uses accounts and services at a Federal Reserve Bank, pursuant to Section 806(a) of the
Clearing Supervision Act,344 or other relevant central bank, when available and wheredetermined to be practical by the board of directors of the covered clearing agency, to enhance
its management of liquidity risk.",0.15912765461961115,1.0000005
4,11,"Key consideration 4: A CCP should maintain sufficient liquid resources in all relevant currencies to settle securities-related payments, make required variation margin payments, and meet other payment obligations on time with a high degree of confidence under a wide range of potential stress scenarios that should include, but not be limited to, the default of the participant and its affiliates thatwould generate the largest aggregate payment obligation to the CCP in extreme but plausible market conditions; In addition, a CCP that is involved in activities with a more-complex risk profile or that is systemically important in multiple jurisdictions should consider maintaining additional liquidity resources sufficient to cover a wider range of potential stress scenarios that should include, but not be limited to, the default of the two participants and their affiliates that would generate the largest aggregate payment obligation to the CCP in extreme but plausible market conditions.","Finally, proposed Rule 17Ad-22(e)(7)(x) would require a covered clearing agency to
establish, implement, maintain and enforce written policies and procedures reasonably designed
to ensure that it, at least once a year, evaluates the feasibility of maintaining sufficient liquid
resources at a minimum in all relevant currencies to effect same-day and, where appropriate,
intraday and multiday settlement of payment obligations with a high degree of confidence under
a wide range of foreseeable stress scenarios that includes, but is not limited to, the default of the
two participant families that would potentially cause the largest aggregate payment obligation for
the covered clearing agency in extreme but plausible market conditions if the covered clearing
agency provides CCP services and is either systemically important in multiple jurisdictions or a
clearing agency involved in activities with a more complex risk profile",0.5752134330313033,0.4678799
5,0,"Key consideration 5: For the purpose of meeting its minimum liquid resource requirement, an FMI’s qualifying liquid resources in each currency include cash at the central bank of issue and at creditworthy commercial banks, committed lines of credit, committed foreign exchange swaps, and committed repos, as well as highly marketable collateral held in custody and investments that are readily available and convertible into cash with prearranged and highly reliable funding arrangements, even in extreme but plausible market conditions; If an FMI has access to routine credit at the central bank of issue, the FMI may count such access as part of the minimum requirement to the extent it has collateral that is eligible for pledging to (or for conducting other appropriate forms of transactions with) the relevant central bank; All such resources should be available when needed.","As proposed, Rule 17Ad-22(e)(7) would require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to
effectively measure, monitor, and manage the liquidity risk that arises in or is borne by it, by
meeting, at a minimum, the ten requirements specified in the rule.",0.19644818973214712,0.7894199
5,1,"Key consideration 5: For the purpose of meeting its minimum liquid resource requirement, an FMI’s qualifying liquid resources in each currency include cash at the central bank of issue and at creditworthy commercial banks, committed lines of credit, committed foreign exchange swaps, and committed repos, as well as highly marketable collateral held in custody and investments that are readily available and convertible into cash with prearranged and highly reliable funding arrangements, even in extreme but plausible market conditions; If an FMI has access to routine credit at the central bank of issue, the FMI may count such access as part of the minimum requirement to the extent it has collateral that is eligible for pledging to (or for conducting other appropriate forms of transactions with) the relevant central bank; All such resources should be available when needed.","Proposed Rule 17Ad-22(e)(7)(i) would require that a covered clearing agency’s policies
and procedures be reasonably designed to ensure that it maintains sufficient liquid resources in
all relevant currencies to effect same-day and, where appropriate, intraday and multiday
settlement of payment obligations with a high degree of confidence under a wide range of
potential stress scenarios that includes the default of the participant family that would generate
the largest aggregate payment obligation for it in extreme but plausible market conditions.",0.24439958069375883,0.7518202
5,3,"Key consideration 5: For the purpose of meeting its minimum liquid resource requirement, an FMI’s qualifying liquid resources in each currency include cash at the central bank of issue and at creditworthy commercial banks, committed lines of credit, committed foreign exchange swaps, and committed repos, as well as highly marketable collateral held in custody and investments that are readily available and convertible into cash with prearranged and highly reliable funding arrangements, even in extreme but plausible market conditions; If an FMI has access to routine credit at the central bank of issue, the FMI may count such access as part of the minimum requirement to the extent it has collateral that is eligible for pledging to (or for conducting other appropriate forms of transactions with) the relevant central bank; All such resources should be available when needed.","The Commission also proposed Rule 17Ad-22(a)(15)
to define “qualifying liquid resources,” which would include three types of assets, in each
relevant currency:
• cash held either at the central bank of issue or at creditworthy commercial banks;
• assets that are readily available and convertible into cash through either:
o prearranged funding arrangements without material adverse change limitations,
such as committed lines of credit, foreign exchange swaps, and repurchase
agreements, or
o other prearranged funding arrangements determined to be highly reliable even in
extreme but plausible market conditions by the board of directors of the covered
clearing agency following a review conducted for this purpose not less than
annually; and
• other assets that are readily available and eligible for pledging to (or conducting other
appropriate forms of transactions with) a relevant central bank, if the covered clearing
agency has access to routine credit at such central bank.",0.6511040310640245,0.4292149
5,4,"Key consideration 5: For the purpose of meeting its minimum liquid resource requirement, an FMI’s qualifying liquid resources in each currency include cash at the central bank of issue and at creditworthy commercial banks, committed lines of credit, committed foreign exchange swaps, and committed repos, as well as highly marketable collateral held in custody and investments that are readily available and convertible into cash with prearranged and highly reliable funding arrangements, even in extreme but plausible market conditions; If an FMI has access to routine credit at the central bank of issue, the FMI may count such access as part of the minimum requirement to the extent it has collateral that is eligible for pledging to (or for conducting other appropriate forms of transactions with) the relevant central bank; All such resources should be available when needed.","Proposed Rule 17Ad-22(e)(7)(iii) would require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to ensure
it uses accounts and services at a Federal Reserve Bank, pursuant to Section 806(a) of the
Clearing Supervision Act,344 or other relevant central bank, when available and wheredetermined to be practical by the board of directors of the covered clearing agency, to enhance
its management of liquidity risk.",0.2573904474070773,0.5600841
5,5,"Key consideration 5: For the purpose of meeting its minimum liquid resource requirement, an FMI’s qualifying liquid resources in each currency include cash at the central bank of issue and at creditworthy commercial banks, committed lines of credit, committed foreign exchange swaps, and committed repos, as well as highly marketable collateral held in custody and investments that are readily available and convertible into cash with prearranged and highly reliable funding arrangements, even in extreme but plausible market conditions; If an FMI has access to routine credit at the central bank of issue, the FMI may count such access as part of the minimum requirement to the extent it has collateral that is eligible for pledging to (or for conducting other appropriate forms of transactions with) the relevant central bank; All such resources should be available when needed.","Proposed Rule 17Ad-22(e)(7)(iv) would require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to ensure
it undertakes due diligence to confirm that it has a reasonable basis to believe each of its liquidity
providers, whether or not such liquidity provider is a clearing member, has sufficient information
to understand and manage the liquidity provider’s liquidity risks, and the capacity to perform as
required under its commitments to provide liquidity.",0.17459163606188702,1.0
5,6,"Key consideration 5: For the purpose of meeting its minimum liquid resource requirement, an FMI’s qualifying liquid resources in each currency include cash at the central bank of issue and at creditworthy commercial banks, committed lines of credit, committed foreign exchange swaps, and committed repos, as well as highly marketable collateral held in custody and investments that are readily available and convertible into cash with prearranged and highly reliable funding arrangements, even in extreme but plausible market conditions; If an FMI has access to routine credit at the central bank of issue, the FMI may count such access as part of the minimum requirement to the extent it has collateral that is eligible for pledging to (or for conducting other appropriate forms of transactions with) the relevant central bank; All such resources should be available when needed.","Proposed Rule 17Ad-22(e)(7)(v) would require a covered clearing agency to establish,
implement, maintain and enforce written policies and procedures reasonably designed to ensure
that the covered clearing agency maintains and, on at least an annual basis, tests with each
liquidity provider, to the extent practicable, its procedures and operational capacity for accessing
each type of relevant liquidity resource.",0.19040275004534785,0.8798212
